book_a;book_b;count
080213825X;0316666343;3
0156028778;0060934417;3
0156028778;0060959037;3
0440223571;0440213029;3
0440223571;0439136350;3
0451523377;0140067477;3
0451523377;0066214122;3
080213825X;0375727132;3
0451523377;0140143505;3
0425129586;0446605239;3
0440223571;0440235596;3
0440223571;067976402X;3
0385475772;1573225789;3
0440223571;059035342X;3
0156028778;0553572997;3
0425129586;0446675059;3
0802135196;0743418174;3
0451523377;0380710218;3
015602943X;0060987103;3
0451523377;0375725849;3
0156028778;0684801523;3
0802135196;0451177096;3
0451523377;0385722206;3
0553382179;0060938455;3
0385475721;0671003755;3
060980619X;0671028375;3
0688177859;067976402X;3
0688177859;0671038184;3
0446353957;0440214041;3
0385475721;0449907481;3
0688177859;0743418174;3
0385475721;0449212602;3
0385475721;0525946829;3
0446353957;0425168298;3
0312099436;1400031354;3
0312099436;0312195516;3
0446353957;0515128546;3
0446353957;0515136379;3
0446353957;0515136530;3
055328942X;0060922532;3
0802132758;0316666343;3
0446350982;0446607657;3
0446350982;0679731725;3
0446350982;0446354732;3
0446350982;0451161343;3
0446353957;0316666343;3
0446353957;0345443284;3
0446353957;0380718340;3
0802132758;0345370775;3
0446350982;0804115761;3
0446354732;0446350982;3
0446354732;0440200989;3
0671004107;0385504209;3
0446354732;0440211727;3
0310205719;0385721420;3
0345335465;0140298479;3
0385475772;0375707972;3
0156711427;0552996181;3
0310205719;0842332251;3
031205436X;0060938455;3
0310205719;0842329129;3
0310205719;084232920X;3
0310205719;0786868716;3
0310205719;0684848783;3
0446354732;042518630X;3
0515127396;0312980140;3
0345335465;0439139600;3
0380973545;0385493800;3
0345335465;034530988X;3
0515127221;0743237188;3
0156711427;0380778556;3
0156711427;0312195516;3
0312099436;0375726403;3
0385475772;0060987103;3
0345333926;0618002227;3
0345333926;0812513738;3
0345333926;0886777844;3
0312099436;0060934417;3
0312099436;0060915544;3
0385475772;006000438X;3
0312099436;0452282152;3
0345333926;0441000916;3
0345333926;0441790348;3
0515127221;0385505833;3
0515127221;0385337639;3
0515127221;0385492081;3
031205436X;0375725849;3
031205436X;0312278586;3
031205436X;0140298479;3
0515127221;0312980140;3
031205436X;0684874350;3
0802132758;0679723110;3
0385475772;0140293248;3
0385475772;0142001430;3
0385475772;0156027321;3
0515127221;0345342968;3
0385475772;031242227X;3
0156007754;0671510053;3
0553382179;0375706771;3
0804102988;0060987103;3
0446360856;044021145X;3
0440222842;0446610542;3
0440222842;0446610038;3
0440222842;0380718340;3
0156007754;0688177859;3
0345339495;0380710218;3
0451456521;0140298479;3
0440222842;044022165X;3
0446360856;0671743058;3
0345339495;0448095017;3
0688163173;0525947299;3
0345339495;0439139600;3
0345339495;0440219078;3
0345339495;043936213X;3
0446360856;0446364800;3
0446360856;0446609404;3
0804102988;0439139597;3
0446360856;0440220602;3
0156011042;0452284449;3
0688163173;0786868716;3
0440222842;0743418204;3
0440222842;0743418174;3
0451456521;0590353403;3
0440222842;0671793489;3
0440223202;0142001740;3
0156012197;0316769487;3
0156012197;0140293248;3
0451456521;0679745203;3
0156012197;0099771519;3
0345338588;080410526X;3
0451456521;0679751521;3
0451456521;0385504209;3
0451456521;038082101X;3
0553382179;0385504209;3
0440222842;0553568760;3
0688177743;1573229326;3
0688163173;0385510438;3
0688163173;0385504209;3
0804102988;068484477X;3
0804102988;1400031354;3
0688163173;0375412530;3
0688177743;0767905180;3
0451457811;0671250671;3
0060977337;0440236673;3
0345338588;0441172695;3
0451456718;0345337662;3
0345338588;0345318854;3
0156012197;0425152251;3
0345338588;0451167317;3
0553382179;0316666343;3
0156012197;0451524934;3
055358099X;0553582658;3
0449005909;0553289411;3
055358099X;0553583956;3
0061031550;0440224675;3
055357695X;0425183971;3
0375703861;0804106304;3
0449219410;043935806X;3
0061031550;044021145X;3
0375758992;042511774X;3
055358099X;0553584049;3
0345449347;0060987103;3
0060977337;0446532231;3
0345449347;0064400557;3
0446673544;068484267X;3
0060977337;0446670251;3
0446673544;0679746048;3
0399142282;0425175405;3
0451149513;0452279178;3
0375703861;1573225517;3
0446673544;0743418174;3
0553210793;0425154092;3
0449219410;0446343455;3
1551667010;0449005615;3
0553573136;043935806X;3
0439404371;059035342X;3
0451149513;0451173317;3
0060194448;043936213X;3
0060194448;0440998050;3
0375758992;0385722206;3
0345447867;0743467523;3
0451149513;0451156609;3
0399142282;0440226430;3
055358099X;0553294903;3
037570485X;0312195516;3
0061031550;0446604658;3
0060194448;0440498058;3
0345449347;0060391626;3
0439404371;0590353403;3
055357695X;0385504209;3
0399142282;0440214041;3
0553573136;0380730138;3
0375758992;0385720106;3
0446673544;0451203895;3
1551667010;0515135739;3
0446673544;0451183665;3
0061031550;0425107469;3
0446673544;0446672211;3
0061031550;0385504209;3
0446609943;067102423X;3
0553210793;0399501487;3
0375758992;0440180295;3
0345449347;0316693200;3
055358099X;0671021001;3
0345449347;014023313X;3
055358099X;0671758896;3
0449219410;044661193X;3
0449219410;0449221180;3
0425169693;0316666343;3
0345449347;0142000205;3
0671864173;0425163385;3
0446609943;0671867091;3
0553573136;0385492081;3
055357695X;0446611867;3
0393050939;0060392452;3
055358099X;0446605239;3
0553573136;0451160525;3
0393050939;0060928336;3
0060977337;0385479565;3
0060194448;0345452550;3
0553210793;0440224705;3
0553573136;0449212602;3
0061031550;0671867172;3
1551667010;0380731851;3
0345447867;0060915544;3
0553210793;0440940001;3
0439404371;0842329242;3
0553210793;0440236673;3
0439404371;0804114986;3
0345447867;0316666343;3
0345447867;0312983867;3
0060194448;0316153915;3
037570485X;0375502238;3
1551667010;0440225701;3
0345447867;0553560247;3
037570485X;0446672211;3
0679430946;0142000205;3
0449219410;0345337662;3
0345447867;0671001795;3
0553278355;0060976845;3
0061031550;0446610038;3
0439404371;0671038184;3
037570485X;080410753X;3
0446609943;0894803204;3
006019491X;0060175400;3
1853260002;0446360589;3
0446609943;0842329129;3
0345449347;0446605239;3
0553278355;0312195516;3
0552145424;0060934719;3
0671695304;0553296981;3
0553581554;014028009X;3
0375703764;1565122968;3
0553278355;0142001740;3
0375703764;0886773520;3
0060194448;0061000043;3
0425080021;0553274503;3
0394800168;0061097861;3
0399147284;0316603287;3
0446609943;0446610038;3
0446609943;0446611808;3
0375703764;0553277472;3
006019491X;0312278586;3
0345449347;0670892963;3
0451149513;0743237188;3
1551668653;0140293248;3
042518109X;0425172996;3
0373250134;0767913000;3
006019491X;0060987103;3
0373250134;0743418204;3
0671036505;0449212602;3
0399147284;0316168688;3
0671864173;0553279378;3
0552145424;0064407691;3
0399147284;0316602051;3
1551667509;0553579983;3
0671695304;0440226430;3
0671864173;0553569155;3
0446673544;0385335881;3
0446673544;0440215625;3
0060194448;059035342X;3
0446609943;0553578693;3
0061031550;0345445848;3
0446609943;0553576801;3
0345447840;0440234743;3
055357695X;0553583468;3
0425169693;0140042393;3
0451163966;0452269571;3
0060977337;0743439740;3
0552143774;0743412028;3
0061031550;0142004278;3
0671036505;0446611867;3
0345447840;0385722206;3
0425083837;0425143325;3
155166674X;0743437640;3
155166674X;0684867621;3
0345447840;0385484518;3
0061054151;0345444884;3
0393050939;0380718340;3
0679430946;0679721886;3
0060188731;0385490445;3
155166674X;080410526X;3
0451163966;0451526341;3
0451163966;0553208845;3
055357695X;0553582135;3
0425169693;0440225701;3
0451163966;0671727796;3
0060188731;0375412824;3
0060188731;0375406530;3
0380721643;0345361792;3
0451163966;0671880314;3
0440111498;014023313X;3
0060188731;0375706410;3
0061054151;0440206154;3
0440108268;1558744150;3
0061044431;0385504209;3
0425083837;0345380371;3
0425083837;0345402871;3
0380721643;0061000043;3
0380721643;0156027321;3
044990928X;0316776963;3
0553278274;0684874350;3
0425083837;0440206154;3
0425083837;0446603589;3
0679432477;0064407667;3
1563890119;0380789019;3
0380721643;0380725835;3
155166674X;0449149676;3
0061091316;014028009X;3
0671528904;0671021001;3
0440111498;0446394521;3
0440111498;0385504209;3
0061057649;0380789019;3
155166674X;0553582143;3
0440111498;0345313860;3
155166674X;0553584383;3
0440111498;0345370775;3
0671822209;0345313860;3
155166674X;0670844527;3
0440111498;0345361792;3
155166674X;0671011375;3
0061057649;0061092177;3
0425083837;0440214041;3
0425083837;0440211727;3
0671822209;034538184X;3
0425174271;0671002481;3
0671036505;0425192725;3
0679432477;0060938455;3
0679432477;0060987103;3
0679432477;0060987561;3
0679432477;0060199652;3
0060977337;0312982518;3
1551667010;0312195516;3
1551667010;0156027321;3
0060977337;0316666343;3
038072118X;044022165X;3
038072118X;0440213525;3
0060977337;0142002267;3
0439425220;0375760911;3
0439425220;0385504209;3
0425174271;0743418174;3
038072118X;0439064872;3
0671864173;0156027321;3
0671864173;0345337662;3
0060194448;0061000027;3
0439425220;0312976275;3
0425080021;0812550706;3
0439425220;0060987103;3
0679430946;0385504209;3
1551667010;0316666343;3
0061032093;0515132187;3
0553234811;0439136350;3
0061032093;0446610542;3
1551666839;0425136981;3
1551666839;044023722X;3
1853260002;0375707972;3
1853260002;0385504209;3
1551666839;0671003755;3
0061030643;0425182878;3
038072118X;0553280368;3
038072118X;0553279912;3
1551668653;0312966806;3
0061030643;0425182908;3
0394800168;0439136369;3
0373250118;0767905202;3
0373250118;0743418174;3
0394800168;0439136350;3
0061030643;0425158616;3
0060198133;0449212602;3
0061030643;0440236673;3
0373250118;0767912233;3
0345452534;0515136379;3
0061030643;0440241073;3
0449227421;0553279556;3
0552147680;0552142379;3
0449227421;0553279378;3
0449227421;0553213148;3
0345452534;0553584049;3
0345452534;0553800973;3
0061030643;0440214041;3
0399151648;014028009X;3
0061030643;0440226104;3
0552147680;0552134627;3
0061030643;0380710218;3
0061030643;0380002930;3
0449227421;0451207521;3
0446611921;0440226430;3
0061030643;0380730847;3
1558747109;0553279378;3
0345452534;0871136791;3
0385729340;1400031354;3
044922046X;0316666343;3
0552147680;0671027387;3
0385722192;0446532231;3
0671036505;0553294903;3
0671036505;0553296981;3
1558747109;0553572997;3
1551669498;0590353403;3
0060198133;0375760911;3
1551669498;0553583441;3
0060198133;034536676X;3
0060198133;0345370775;3
0385722192;038550926X;3
0425181103;0553580221;3
0425181103;0553579754;3
0425181103;0553584510;3
0425181103;0671729411;3
0385722192;0439064872;3
0399141464;0399143947;3
0399141464;0399142282;3
0449227421;0553284789;3
0449227421;0553280341;3
0671039741;042510687X;3
0446611921;0385504209;3
1551669498;0671001795;3
1551669498;067101420X;3
1551669498;0671027581;3
1551669498;0743245520;3
0060198133;042511774X;3
0060198133;0385504209;3
0060198133;0385505833;3
0399141146;0786881852;3
0449221180;0312990456;3
0061030597;0553576801;3
0446611921;0515136530;3
0449227421;0440217490;3
0449227421;0440219078;3
0373250118;0060928336;3
0425184226;0425170349;3
0373250118;0140293248;3
0373250118;0060008032;3
0399141146;0451190548;3
0399141146;0451190521;3
0385722192;0552998486;3
0061030635;0425182908;3
1558747109;0449221482;3
0679419462;0316666343;3
0373250118;031298328X;3
0449221180;0060987529;3
0679419462;0060928336;3
0671695126;0440226430;3
0671036505;0590353403;3
0399141146;0439139597;3
0553571656;0140293248;3
0553571656;0142000205;3
0061030597;0446608890;3
0061030597;0446609404;3
0399141146;068484267X;3
0061030597;0425182908;3
0425080021;0345361792;3
0679419462;0452282829;3
0553274325;0451524934;3
0679419462;0451172817;3
044922046X;0553279912;3
0679419462;0440221471;3
0553571656;006092988X;3
0679419462;044021145X;3
0553274325;0452269571;3
0679419462;0679444815;3
044922046X;0440211727;3
0399141146;0684874350;3
0446611921;0446607193;3
0385729340;080410753X;3
0679419462;0670858692;3
0553278746;0671003755;3
0679419462;0345427637;3
0399151648;0312195516;3
0399141146;0452282152;3
044922046X;055357258X;3
0553278746;067102423X;3
1551668912;044023722X;3
042518109X;0553579754;3
1551668653;0312966970;3
1853260010;0316096199;3
0060916508;0671003755;3
0345450728;0446611867;3
0553581554;0345354621;3
0399147284;039914613X;3
0399147284;0399148639;3
0425080021;0441569595;3
1551668912;0446605239;3
1551668912;0446606812;3
1551668912;044021145X;3
0399147284;0385497466;3
0345450728;0671027581;3
1551668653;0385504209;3
1551668653;0385424736;3
1551668653;0425183971;3
055327886X;0316666343;3
0552145424;0552134619;3
0552145424;0552134627;3
0552145424;0552131059;3
1551668653;0312971125;3
0552145424;0552131067;3
1551668653;0312983824;3
042518109X;0446611808;3
0373250134;0373250126;3
042518109X;0451177096;3
0425080021;0446610038;3
042518109X;0451184963;3
0373250134;0385504209;3
0373250134;0316666343;3
0446611921;0373218397;3
034545104X;043935806X;3
1551669498;0312284683;3
0399141464;059035342X;3
1551668998;0553582658;3
1551668998;0553583980;3
1551668998;0553584049;3
0425181103;0451167538;3
0399141464;0743418174;3
1551668998;0553581554;3
0425181103;043935806X;3
0425181103;0440206154;3
1551668998;067101420X;3
034545104X;0743227441;3
0446611921;0380718340;3
0446611921;0312195516;3
0425181103;0316666343;3
1551668998;0316666343;3
0553274325;0345342968;3
0345450892;0312422156;3
0345450892;0385510438;3
1551668912;0671041789;3
0425080021;0439139597;3
1551668998;0449149676;3
0060987049;0316769487;3
0061031070;0515136379;3
0061031070;051513628X;3
0061031070;0515135062;3
0061031070;0515132187;3
0061031070;0515132020;3
0061031070;0425150984;3
0061031070;0425191583;3
0345450892;0767905180;3
0375706062;067088300X;3
0679441018;0312924585;3
0449213943;0345342968;3
0375411550;0345339681;3
0553576798;0743206029;3
0385720467;0316666343;3
0553573403;0345337662;3
0553576798;0743418204;3
0553212451;0060920084;3
0553573403;0345350499;3
0553569155;0553284789;3
0553580930;0440213525;3
0385720467;0316601950;3
0671789422;067088300X;3
0061094129;0671001795;3
0553573403;034538475X;3
0449213943;0316769487;3
0375706062;0679751521;3
0553573403;0345370775;3
0375411550;0316899984;3
0375411550;0316601950;3
0671789422;0609804138;3
0449213943;0345313860;3
0393317552;0312278586;3
0380722704;0385482388;3
0393317552;0312282990;3
0061094129;0440221471;3
0553580930;044023722X;3
0380722704;0385479565;3
0553278274;0439136369;3
0061094129;0440213525;3
0385720467;0440226430;3
0375706062;0375727345;3
0393317552;0151008116;3
0375411550;0446310786;3
0553211404;067976402X;3
0393317552;0312195516;3
0375411550;044651862X;3
055321330X;0312195516;3
0375411550;0380730138;3
0553580930;0440224675;3
0393317552;0316666343;3
0375706062;0446670251;3
0446610178;0446608955;3
0061094129;0446607711;3
0375411550;0385484518;3
0446610178;0446609323;3
0446610178;0440214041;3
0061094129;0440236673;3
0552137030;0440206154;3
0553580930;0440234743;3
0671789422;0684874350;3
0061094129;0440234743;3
0375706062;0767905180;3
0671789422;0684857820;3
0671789422;068484477X;3
0061096113;0060928336;3
0553212451;0140067477;3
0345443683;0590353403;3
0553569155;0452283442;3
0553212451;0312976275;3
0061096113;0385510438;3
0061096113;0440211727;3
0061096113;0440206154;3
0345443683;0345441036;3
0060926317;0140298479;3
0553212451;0316666343;3
0553278274;0385486804;3
0061096113;034538475X;3
0060926317;014028009X;3
0060926317;014029628X;3
0553212451;0140143505;3
055358264X;0312195516;3
0385720467;0142000205;3
0553573403;0345423615;3
0061094129;0743206045;3
055321330X;0060931418;3
0385720467;0312263120;3
0385720467;0312291639;3
0553278274;0385504209;3
0553212451;0312282990;3
0553212451;0312966970;3
038000321X;044023722X;3
0380722704;044022103X;3
0380703882;0312966970;3
0553211404;0671880187;3
0060964049;0312966091;3
0449213943;0446310786;3
0449213943;0446343455;3
1400077826;0440234743;3
038000321X;0316666343;3
0446678457;0312195516;3
0375411992;0345313860;3
0060173289;0312278586;3
0060964049;0312265867;3
0060964049;0316096199;3
0399143947;059035342X;3
0060173289;0399146431;3
0399143947;0553802496;3
0446678457;0142001430;3
1400077826;044023722X;3
1400077826;0440236673;3
0553211404;0385474016;3
0393312836;0802132952;3
0553569155;0671864173;3
0060173289;0060976845;3
0060173289;006098824X;3
0060964049;014028009X;3
0375411992;0316666343;3
0399143947;0684195976;3
0399143947;0553572326;3
0449213943;0440180295;3
0375411992;0316693006;3
055321330X;0375726403;3
0399143947;0743418204;3
0553573403;0060987103;3
0553569155;0671743058;3
0060173289;0316601950;3
0060173289;0316666343;3
0060173289;0316569321;3
0553211404;0439064872;3
0375411992;0316693200;3
0060173289;0142001740;3
0380703882;0452282152;3
0553211404;0439136350;3
055321330X;0385507593;3
0553211404;0375703055;3
0449213943;0449212602;3
0446610100;0446608955;3
038000321X;014028009X;3
0446610100;0446606324;3
0385720920;0060929871;3
0553569155;068484477X;3
1573220876;0805063897;3
0553569155;0684848783;3
0553569155;0684853507;3
0380703882;0553579754;3
0380703882;0553580191;3
0385720920;0060938455;3
1400077826;0446601241;3
0375411992;0385472951;3
0061092886;1400031354;3
0446610100;0451203771;3
0393312836;0679723161;3
1573221112;0060930535;3
0446610100;0449003795;3
1400077826;0446611212;3
0449213943;0380002930;3
0375706062;0142001430;3
1400077826;0345337662;3
0375706062;0312278586;3
0553580930;0446532231;3
0671789422;1559029838;3
0553278274;0440214041;3
0449213943;0385504209;3
0553580930;0446605239;3
0375706062;0140293248;3
0380703882;044022165X;3
0380703882;0440220602;3
0553573403;0316096199;3
0061094129;0385504209;3
0380703882;0440226430;3
0393317552;014028009X;3
0553573403;0312974256;3
0679442790;0316776963;3
0393317552;0060938455;3
0425097609;0743418174;3
039914675X;0553280341;3
0380722704;0375706771;3
039914675X;0553284789;3
1573221112;0440222656;3
0061094129;0345378490;3
0446610100;0804106304;3
0446610100;0671038184;3
1573221112;0446527785;3
0553580930;0446610038;3
0553212451;044021145X;3
0451167716;044021145X;3
1400032717;0786868716;3
0451167716;0440206154;3
1400032717;1400033543;3
1400032717;1400034779;3
0425192733;0446607657;3
0553213180;0553272535;3
0394758285;0451526341;3
0553213180;0553211404;3
0425192733;0446602612;3
1400032717;0679731148;3
0425192733;0440414806;3
0060096195;0451188454;3
0060096195;0446610542;3
0679442790;0312195516;3
055358264X;0515128554;3
055358264X;0515126772;3
055358264X;0515122734;3
0451167716;0440214041;3
055358264X;0452282152;3
1400033543;0375725784;3
0553213180;0553572997;3
0393317552;0385504209;3
0393317552;0385494246;3
0451167716;0345380371;3
0451167716;0345378490;3
0451167716;0345370775;3
0425172996;0553582747;3
0671027344;0679734775;3
1400033543;0316769487;3
0380722704;0609804138;3
0425192733;0446603929;3
0553213180;0553284789;3
0449213447;0140298479;3
0671510126;0385505833;3
0345442822;0609804138;3
0425172996;0451169522;3
0425172996;0451169530;3
0345442822;0671001795;3
0446679593;014028009X;3
0394758285;0312924585;3
0375758232;0316666343;3
0446679593;0142001740;3
0553212451;0446604666;3
0553213180;0449003787;3
0425192733;0385504209;3
055358264X;0553583980;3
0553212451;0446672211;3
0553278274;0060976845;3
0425172996;0449006522;3
0679442790;0375727345;3
0446679593;0316601950;3
0425180050;0446609404;3
055358264X;0553584049;3
0345442822;0452282152;3
0679442790;0375703055;3
0679442790;0316168688;3
0451167716;0451172817;3
0440127793;006000438X;3
0553579983;0345313860;3
0671027344;0590353403;3
055358264X;0515131229;3
055358264X;0515136530;3
055358264X;0515136379;3
0553579983;0345391055;3
0440127793;0060929790;3
0375758232;0316780375;3
0553579983;034538475X;3
0345442822;1400031354;3
0440127793;0060391626;3
0345442822;0805063897;3
0440127793;0060938455;3
038000321X;0553213105;3
0449213447;0671727796;3
0671524313;089480829X;3
0679442405;0142001740;3
0553268937;0375705856;3
0449213447;0452282152;3
0679442405;0060928336;3
0061096113;0446610038;3
0345443683;0312195516;3
0061096113;0440236673;3
0061096113;0446607657;3
0061096113;0440224675;3
0449213447;0679745203;3
0671519816;0451168615;3
0679442405;0446672211;3
0449213447;0385484518;3
0425180050;0786889608;3
0679442405;0679745203;3
0679442405;0553279912;3
0671519816;0440211727;3
0671519816;0440214041;3
0671027344;0804111359;3
0380722704;0452282152;3
0671027344;0812550706;3
0449213447;0449212602;3
0671524313;0316666343;3
0679442405;0385484518;3
1400033543;1400032717;3
0679442405;0385722206;3
0671524313;0142001740;3
0446610100;044023722X;3
0060976497;014100018X;3
0425092917;0316601950;3
0449910237;038533334X;3
0399142851;0345366239;3
0061091316;067976402X;3
0345446666;0060934417;3
0425185710;0385492081;3
0060976241;0802130208;3
0060976241;0679745203;3
0061091316;0812550706;3
0425185710;0440211727;3
0449910237;0385486804;3
0679432477;0553277472;3
0345446666;0425172546;3
0345446666;0425154092;3
0060976497;0446672211;3
0425092917;0312195516;3
0345446666;0425182908;3
0671527215;0671027360;3
0061091316;0671042262;3
0425092917;0142001740;3
0060976497;0446606812;3
0449910237;0375705856;3
0449910237;0374199698;3
0679432477;0452282152;3
0449910237;0375406530;3
0425092917;0385504209;3
0375705198;0312195516;3
0060976241;0804106304;3
0060976241;0374121230;3
0399142851;0399150897;3
0399142851;0399146253;3
0061092177;0446611212;3
0061092177;0446604666;3
0375705198;0316666343;3
0399142851;0399143947;3
0061092177;0345361792;3
0061092177;0316769487;3
0060976241;0452282152;3
0671527215;0385504209;3
0060976241;0670869902;3
0060976241;0316666343;3
0061092177;0061020702;3
0061092177;0061057649;3
0425092917;0385484518;3
0375705198;0061009059;3
0425185710;0425180964;3
0345446860;0440221595;3
0061091316;0380789035;3
0345446860;0446607657;3
0671528904;0345413903;3
0061091316;0425169863;3
0449910237;0060915544;3
0449910237;0060392452;3
0449910237;0399146431;3
0399142789;0156027321;3
0061091316;0316666343;3
0399142789;0316666343;3
0345446860;0805063897;3
0061091316;0156027321;3
0553234811;0312195516;3
0345446860;0452282829;3
0061091316;0446610038;3
0399142789;1878424319;3
1563890119;0451163966;3
0345446860;0316899984;3
0061091316;0440221471;3
0345446860;0375726403;3
0553234811;0064400026;3
0345446860;0375702709;3
0345446860;0316781266;3
1550548913;006099486X;3
0553573209;051513628X;3
0425097609;0345339711;3
0425097609;0385504209;3
0061092886;044021145X;3
1573220876;0345361792;3
0425092917;0804111359;3
0425092917;0804106304;3
0385720920;0451524934;3
0061092886;0380702843;3
0380722704;0060930535;3
0425097609;0316969680;3
1573220876;0553250531;3
0385720920;0316284955;3
0393312836;0451526341;3
0446677450;044021145X;3
0393312836;0451524934;3
0553278274;0446610399;3
0385720920;0312924585;3
0380722704;0316666343;3
0375411992;0679454489;3
0385720920;0385504209;3
0375411992;0679454470;3
0446677450;0375706771;3
0425097609;0425118703;3
0425097609;0439064872;3
0446677450;038550120X;3
0553573209;0553582658;3
0425092917;0446394521;3
0375705198;0446310786;3
0061092606;0553279912;3
0399142851;0440214041;3
0399142851;044021145X;3
0375705198;0375705856;3
0671527215;0060987529;3
0060976241;014029628X;3
0061092606;0140053204;3
0399142851;0684195976;3
0393312836;0060929871;3
0399142851;0684195984;3
0061092886;0061097861;3
0425092917;067976402X;3
0425185710;0842329242;3
0425092917;067088300X;3
0425185710;0671027581;3
155874424X;0452278902;3
155874424X;0451190521;3
155874424X;0451190548;3
0671886665;1558744150;3
006098824X;1400031346;3
0553258001;0385503822;3
0446613436;0385484518;3
0380714752;0312983271;3
0671886665;0671003755;3
155874424X;1558743669;3
0553210092;014017737X;3
1878424114;0446672211;3
0060512822;0553572997;3
067169071X;0312924585;3
006098824X;0767902521;3
0060512822;0590353403;3
0451157443;0446363251;3
1878424114;0446531332;3
1878424114;0446605239;3
0553260960;0553289411;3
067169071X;0312195516;3
1931561648;0684835983;3
0451157443;0439139597;3
0553210092;0064400042;3
0061000175;0061097853;3
0553210092;0064407667;3
0671886665;0671004530;3
0671886665;0553572997;3
0060988649;0060930535;3
0375507493;0449911519;3
0451157443;0439064864;3
0553578685;0061009059;3
037582233X;0345423291;3
0060988649;0060958022;3
0349101779;0345313860;3
0671886665;059035342X;3
037582233X;0345449347;3
0380001411;0345378490;3
0553258001;0385720106;3
0451157443;0440219078;3
1931561648;0743486226;3
0380001411;0316769487;3
1931561648;0743454529;3
0425167720;0446672211;3
006098824X;0670892963;3
037582233X;0330262130;3
0446613436;0446606812;3
0446613436;0446532452;3
0446613436;0451156609;3
0553571818;0425182878;3
067169071X;0385504209;3
0061000175;0425163385;3
0061000175;0425182878;3
0060512822;0671003755;3
0671027662;0316601950;3
067169071X;0316769487;3
0380001411;0375726403;3
0553260960;0609610597;3
006098824X;0743418204;3
0553260960;0590353403;3
006098824X;0743418174;3
067169071X;0316666343;3
1878424114;0440226430;3
2070360024;0679723161;3
0380001411;0380710218;3
0671886665;0446606189;3
0553208845;0689817851;3
0553208845;0743411323;3
0671886665;0312924585;3
0060512822;0385720106;3
0060512822;0385722206;3
1931561648;0446605239;3
0553578685;0380710218;3
0061000043;055357230X;3
037582233X;0399146431;3
0671683993;0679734775;3
0671886665;0375706771;3
0060988649;0375726403;3
1931561648;0446612790;3
0671683993;0679751521;3
0671027581;0373218397;3
0671886665;0345342968;3
0553258001;0439139597;3
0061000043;0553280368;3
0671027581;0345450728;3
055357258X;0553578308;3
0380714752;0440498058;3
1878424114;087113795X;3
1931561648;0449212602;3
037582233X;0440180295;3
0060512822;0380710218;3
1878424114;0842329218;3
1878424114;0842329250;3
0380714752;0440414806;3
0553208845;0671003755;3
0061000043;0446607711;3
0060512822;0375727345;3
0553258001;0440222656;3
055357258X;0553578316;3
1878424114;1573229326;3
0671868691;0425162443;3
0553258001;0440215625;3
0553578685;0425168298;3
0061000043;0449003787;3
0671868691;038531292X;3
0553260960;0439064864;3
0553578685;0312966091;3
0671027581;0316666343;3
0060512822;0446525537;3
0553578685;0312990456;3
0060512822;044651652X;3
0380001411;0142000205;3
0380001411;0312195516;3
0671027581;0312974256;3
0553578685;0312980140;3
0060988649;0064407667;3
0375507493;0316096199;3
0061000043;0826308791;3
0061000043;0971880107;3
0671027646;0842329250;3
0671027646;0842329218;3
0671027646;084233226X;3
0553260960;0156027321;3
0671868691;0345391055;3
0446613436;0142001740;3
0060988649;0345435249;3
0671683993;0684857820;3
0060988649;0316781266;3
0375701214;0060976845;3
067169071X;0786868619;3
0553262505;0385507593;3
006098824X;0345453387;3
0375701214;0140179836;3
0060256737;0804105820;3
0060740450;014028009X;3
0375701214;0060392452;3
0060256737;0836204387;3
0375701214;031242227X;3
0375701214;0312305060;3
0375701214;0312278586;3
0060740450;0316601950;3
0553274503;0767905385;3
0060256737;0743418174;3
0375701214;0142000205;3
0446613436;0786868716;3
006098824X;0385335482;3
0446613436;0743412028;3
0553571818;0553582127;3
0553274503;0812550706;3
0671027662;0440224764;3
0060256737;0842329129;3
0060517794;0804106304;3
0553274503;0804117683;3
0060517794;0679751521;3
0446613843;0312291639;3
0060740450;0440211727;3
0552998001;0749397543;3
1857022424;0860074382;3
0446613843;0061009059;3
0671027662;0446611867;3
0060256737;0684865742;3
0060740450;0385420161;3
0061000175;0553280368;3
042517736X;0142001740;3
0553262505;0156027321;3
0552998486;0552137030;3
0060517794;0060928336;3
0061000175;0452279178;3
0552998486;0552996181;3
0553571818;0446611212;3
0553277243;0439064864;3
0061000175;055321313X;3
0399151648;0609804138;3
0552998486;0375703861;3
0446613436;0452282152;3
0380001411;0425162443;3
0380001411;0425147622;3
0553571818;0425182908;3
0061000175;044661193X;3
0380710722;0743418174;3
0671027662;0380710218;3
0425177173;0316096199;3
0380710722;0553260111;3
0552998486;0440206154;3
0671027662;0425154092;3
0060517794;0345370775;3
0552998486;0385722192;3
0060517794;0385265700;3
0671027662;0425183971;3
0553262505;0345337662;3
0061000175;074343627X;3
193156146X;0553284789;3
0425177173;0449003787;3
1880418568;0786868716;3
0375826688;0066214122;3
0671683993;0385479565;3
193156146X;0553268880;3
0671880187;0060175966;3
0553208845;0142001805;3
1880418568;0679454470;3
0671880187;0060934417;3
193156146X;0553569031;3
0671880187;0060929871;3
1558744630;0446610399;3
0671880187;0140293248;3
193156146X;0452269571;3
0671880187;0316666343;3
193156146X;0140067477;3
0671683993;0375412530;3
0061000027;0345378490;3
0061000027;0345370775;3
0375826688;0064407675;3
0553208845;0060938455;3
067168390X;0440213525;3
